GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	2C_Embryo1	2C_Embryo1-Q	2C_Embryo2	2C_Embryo2-Q	2C_Embryo3	2C_Embryo3-Q	4C_Embryo1	4C_Embryo1-Q	4C_Embryo2	4C_Embryo2-Q	4C_Embryo3	4C_Embryo3-Q
ITGA3	HsaALTD0003330-2/2	chr17:48151508-48151656	12	chr17:48151508-48151644+48151656,48151812	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail
TMEM98	HsaALTD0006661-1/2	chr17:31258353-31258416	0	chr17:31258353-31258416+31258420,31258493	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM98	HsaALTD0006661-2/2	chr17:31258353-31258420	4	chr17:31258353-31258416+31258420,31258493	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MAP3K14	HsaALTD0003746-1/2	chr17:43348425-43348588	0	chr17:43348425+43348219-43348588,43347930	Alt5	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
MAP3K14	HsaALTD0003746-2/2	chr17:43348219-43348588	206	chr17:43348425+43348219-43348588,43347930	Alt5	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
TMEM132A	HsaALTD0006595-1/3	chr11:60694051-60694187	0	chr11:60694051-60694187+60694193+60694542,60694676	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM132A	HsaALTD0006595-2/3	chr11:60694051-60694193	6	chr11:60694051-60694187+60694193+60694542,60694676	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM132A	HsaALTD0006595-3/3	chr11:60694051-60694542	355	chr11:60694051-60694187+60694193+60694542,60694676	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM132A	HsaALTD0006596-1/2	chr11:60701014-60701181	0	chr11:60701014-60701181+60701216,60701960	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM132A	HsaALTD0006596-2/2	chr11:60701014-60701216	35	chr11:60701014-60701181+60701216,60701960	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SPATA20	HsaALTD0006156-1/2	chr17:48628359-48628551	0	chr17:48628359-48628551+48628583,48628872	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SPATA20	HsaALTD0006156-2/2	chr17:48628359-48628583	32	chr17:48628359-48628551+48628583,48628872	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SPATA20	HsaALTD0006157-1/2	chr17:48625081-48625128	0	chr17:48625081-48625128+48625315,48625644	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SPATA20	HsaALTD0006157-2/2	chr17:48625081-48625315	187	chr17:48625081-48625128+48625315,48625644	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTD0001108-1/2	chr17:48672354-48672422	0	chr17:48672354-48672422+48672426,48673923	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTD0001108-2/2	chr17:48672354-48672426	4	chr17:48672354-48672422+48672426,48673923	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTD0001109-1/2	chr17:48685290-48685380	0	chr17:48685290-48685380+48685401,48687243	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTD0001109-2/2	chr17:48685290-48685401	21	chr17:48685290-48685380+48685401,48687243	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTD0001110-1/2	chr17:48695220-48695269	0	chr17:48695220-48695269+48695290,48695409	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTD0001110-2/2	chr17:48695220-48695290	21	chr17:48695220-48695269+48695290,48695409	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ETV1	HsaALTD0002315-1/2	chr7:14026263-14026310	0	chr7:14026263+14026258-14026310,14017100	Alt5	NA	Fail	NA	Fail	NA	Fail	23.08	Fail	44.44	Fail	37.50	Fail
ETV1	HsaALTD0002315-2/2	chr7:14026258-14026310	5	chr7:14026263+14026258-14026310,14017100	Alt5	NA	Fail	NA	Fail	NA	Fail	76.92	Fail	55.56	Fail	62.50	Fail
ETV1	HsaALTD0002316-1/2	chr7:13950865-13950932	0	chr7:13950865+13950864-13950932,13949325	Alt5	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
ETV1	HsaALTD0002316-2/2	chr7:13950864-13950932	1	chr7:13950865+13950864-13950932,13949325	Alt5	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
AGK	HsaALTD0000201-1/2	chr7:141315271-141315365	0	chr7:141315271-141315365+141315369,141321532	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
AGK	HsaALTD0000201-2/2	chr7:141315271-141315369	4	chr7:141315271-141315365+141315369,141321532	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
FARP2	HsaALTD0002476-1/2	chr2:242352731-242352834	0	chr2:242352731-242352834+242352836,242357377	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
FARP2	HsaALTD0002476-2/2	chr2:242352731-242352836	2	chr2:242352731-242352834+242352836,242357377	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
IFRD1	HsaALTD0003190-1/2	chr7:112102338-112102431	0	chr7:112102338-112102431+112102433,112108036	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
IFRD1	HsaALTD0003190-2/2	chr7:112102338-112102433	2	chr7:112102338-112102431+112102433,112108036	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
VPS41	HsaALTD0007148-1/3	chr7:38808818-38808916	0	chr7:38808818+38808780+38808749-38808916,38807198	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
VPS41	HsaALTD0007148-2/3	chr7:38808780-38808916	38	chr7:38808818+38808780+38808749-38808916,38807198	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
VPS41	HsaALTD0007148-3/3	chr7:38808749-38808916	69	chr7:38808818+38808780+38808749-38808916,38807198	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
VPS41	HsaALTD0007149-1/2	chr7:38902148-38902222	0	chr7:38902148+38902145-38902222,38860865	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
VPS41	HsaALTD0007149-2/2	chr7:38902145-38902222	3	chr7:38902148+38902145-38902222,38860865	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ELAC2	HsaALTD0002191-1/2	chr17:12906796-12906816	0	chr17:12906796+12906767-12906816,12905896	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
ELAC2	HsaALTD0002191-2/2	chr17:12906767-12906816	29	chr17:12906796+12906767-12906816,12905896	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
ELAC2	HsaALTD0002192-1/2	chr17:12905763-12905864	0	chr17:12905763+12905758-12905864,12905676	Alt5	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	1.15	Pass
ELAC2	HsaALTD0002192-2/2	chr17:12905758-12905864	5	chr17:12905763+12905758-12905864,12905676	Alt5	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	98.85	Pass
PNPLA4	HsaALTD0004906-1/2	chrX:7895727-	0	chrX:7895727+7895712-,7894173	Alt5	3.12	Pass	11.11	Fail	32.00	Pass	0.00	Fail	0.00	Fail	100.00	Fail
PNPLA4	HsaALTD0004906-2/2	chrX:7895712-	15	chrX:7895727+7895712-,7894173	Alt5	96.88	Pass	88.89	Fail	68.00	Pass	100.00	Fail	100.00	Fail	0.00	Fail
ADIPOR2	HsaALTD0000174-1/2	chr12:1853688-1853780	0	chr12:1853688-1853780+1853839,1863424	Alt5	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	NA	Fail	NA	Fail
ADIPOR2	HsaALTD0000174-2/2	chr12:1853688-1853839	59	chr12:1853688-1853780+1853839,1863424	Alt5	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	NA	Fail	NA	Fail
PRSS21	HsaALTD0005086-1/2	chr16:2867431-2867457	0	chr16:2867431-2867457+2867593,2867802	Alt5	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PRSS21	HsaALTD0005086-2/2	chr16:2867431-2867593	136	chr16:2867431-2867457+2867593,2867802	Alt5	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PRSS21	HsaALTD0005087-1/2	chr16:2870956-2871068	0	chr16:2870956-2871068+2871110,2871367	Alt5	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	100.00	Pass	0.00	Fail
PRSS21	HsaALTD0005087-2/2	chr16:2870956-2871110	42	chr16:2870956-2871068+2871110,2871367	Alt5	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	0.00	Pass	100.00	Fail
PROM1	HsaALTD0005066-1/2	chr4:16084923-16085088	0	chr4:16084923+16084855-16085088,16077741	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PROM1	HsaALTD0005066-2/2	chr4:16084855-16085088	68	chr4:16084923+16084855-16085088,16077741	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KIAA0100	HsaALTD0003422-1/2	chr17:26964858-26965031	0	chr17:26964858+26964854-26965031,26964188	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass
KIAA0100	HsaALTD0003422-2/2	chr17:26964854-26965031	4	chr17:26964858+26964854-26965031,26964188	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Pass
KIAA0100	HsaALTD0003423-1/2	chr17:26959966-26960122	0	chr17:26959966+26959960-26960122,26959257	Alt5	0.00	Fail	0.00	Fail	14.29	Fail	0.00	Pass	0.00	Pass	0.00	Pass
KIAA0100	HsaALTD0003423-2/2	chr17:26959960-26960122	6	chr17:26959966+26959960-26960122,26959257	Alt5	100.00	Fail	100.00	Fail	85.71	Fail	100.00	Pass	100.00	Pass	100.00	Pass
KIAA0100	HsaALTD0003424-1/2	chr17:26958650-26958696	0	chr17:26958650+26958497-26958696,26955577	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	68.61	Pass
KIAA0100	HsaALTD0003424-2/2	chr17:26958497-26958696	153	chr17:26958650+26958497-26958696,26955577	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	31.39	Pass
TRAPPC6A	HsaALTD0006763-1/2	chr19:45681393-	0	chr19:45681393+45681351-,45668452	Alt5	60.00	Fail	85.71	Fail	75.00	Fail	100.00	Pass	80.77	Pass	93.33	Fail
TRAPPC6A	HsaALTD0006763-2/2	chr19:45681351-	42	chr19:45681393+45681351-,45668452	Alt5	40.00	Fail	14.29	Fail	25.00	Fail	0.00	Pass	19.23	Pass	6.67	Fail
MATK	HsaALTD0003790-1/2	chr19:3779540-3779611	0	chr19:3779540+3779531-3779611,3779449	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
MATK	HsaALTD0003790-2/2	chr19:3779531-3779611	9	chr19:3779540+3779531-3779611,3779449	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
ST7L	HsaALTD0006247-1/2	chr1:113162019-113162040	0	chr1:113162019+113161819-113162040,113159517	Alt5	0.00	Fail	NA	Fail	NA	Fail	0.00	Pass	NA	Fail	NA	Fail
ST7L	HsaALTD0006247-2/2	chr1:113161819-113162040	200	chr1:113162019+113161819-113162040,113159517	Alt5	100.00	Fail	NA	Fail	NA	Fail	100.00	Pass	NA	Fail	NA	Fail
ST7L	HsaALTD0006248-1/2	chr1:113161531-113161550	0	chr1:113161531+113161406-113161550,113159517	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail
ST7L	HsaALTD0006248-2/2	chr1:113161406-113161550	125	chr1:113161531+113161406-113161550,113159517	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail
RPUSD1	HsaALTD0005605-1/2	chr16:837604-837645	0	chr16:837604+837556-837645,837477	Alt5	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
RPUSD1	HsaALTD0005605-2/2	chr16:837556-837645	48	chr16:837604+837556-837645,837477	Alt5	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
RHBDF1	HsaALTD0005393-1/2	chr16:111155-111231	0	chr16:111155+111118-111231,110537	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass
RHBDF1	HsaALTD0005393-2/2	chr16:111118-111231	37	chr16:111155+111118-111231,110537	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Pass
RHBDF1	HsaALTD0005394-1/2	chr16:109297-109347	0	chr16:109297+109247-109347,109125	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	4.36	Fail
RHBDF1	HsaALTD0005394-2/2	chr16:109247-109347	50	chr16:109297+109247-109347,109125	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	95.64	Fail
LUC7L	HsaALTD0003690-1/4	chr16:239980-240017	0	chr16:239980+239967+239946+239930-240017,239338	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
LUC7L	HsaALTD0003690-2/4	chr16:239967-240017	13	chr16:239980+239967+239946+239930-240017,239338	Alt5	0.00	Fail	100.00	Fail	0.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
LUC7L	HsaALTD0003690-3/4	chr16:239946-240017	34	chr16:239980+239967+239946+239930-240017,239338	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
LUC7L	HsaALTD0003690-4/4	chr16:239930-240017	50	chr16:239980+239967+239946+239930-240017,239338	Alt5	100.00	Fail	0.00	Fail	100.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
C16orf42	HsaALTD0000842-1/2	chr16:1400812-1400997	0	chr16:1400812+1400808-1400997,1400235	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Pass
C16orf42	HsaALTD0000842-2/2	chr16:1400808-1400997	4	chr16:1400812+1400808-1400997,1400235	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Pass
CRAMP1L	HsaALTD0001662-1/2	chr16:1717963-1718185	0	chr16:1717963-1718185+1718194,1719002	Alt5	33.33	Fail	11.11	Fail	7.69	Fail	0.00	Fail	11.54	Pass	96.00	Pass
CRAMP1L	HsaALTD0001662-2/2	chr16:1717963-1718194	9	chr16:1717963-1718185+1718194,1719002	Alt5	66.67	Fail	88.89	Fail	92.31	Fail	100.00	Fail	88.46	Pass	4.00	Pass
DNAJC11	HsaALTD0001974-1/2	chr1:6698355-6698424	0	chr1:6698355+6698143-6698424,6697564	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
DNAJC11	HsaALTD0001974-2/2	chr1:6698143-6698424	212	chr1:6698355+6698143-6698424,6697564	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
FMO3	HsaALTD0002615-1/2	chr1:-171060105	0	chr1:-171060105+171060122,171061794	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FMO3	HsaALTD0002615-2/2	chr1:-171060122	17	chr1:-171060105+171060122,171061794	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MYLIP	HsaALTD0004121-1/2	chr6:16143935-16144094	0	chr6:16143935-16144094+16144147,16145128	Alt5	100.00	Pass	100.00	Pass	99.96	Pass	100.00	Pass	100.00	Pass	100.00	Pass
MYLIP	HsaALTD0004121-2/2	chr6:16143935-16144147	53	chr6:16143935-16144094+16144147,16145128	Alt5	0.00	Pass	0.00	Pass	0.04	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CAMK1G	HsaALTD0001129-1/2	chr1:-209757117	0	chr1:-209757117+209757277,209768300	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CAMK1G	HsaALTD0001129-2/2	chr1:-209757277	160	chr1:-209757117+209757277,209768300	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CDK11A	HsaALTD0001321-1/3	chr1:1650798-1650869	0	chr1:1650798+1650797+1650767-1650869,1647917	Alt5	0.00	Pass	0.20	Pass	0.16	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CDK11A	HsaALTD0001321-2/3	chr1:1650797-1650869	1	chr1:1650798+1650797+1650767-1650869,1647917	Alt5	11.32	Pass	15.81	Pass	22.54	Pass	28.74	Pass	36.37	Pass	29.21	Pass
CDK11A	HsaALTD0001321-3/3	chr1:1650767-1650869	31	chr1:1650798+1650797+1650767-1650869,1647917	Alt5	88.68	Pass	83.99	Pass	77.30	Pass	71.26	Pass	63.63	Pass	70.79	Pass
CDK11A	HsaALTD0001322-1/2	chr1:1639623-1639670	0	chr1:1639623+1639619-1639670,1639038	Alt5	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
CDK11A	HsaALTD0001322-2/2	chr1:1639619-1639670	4	chr1:1639623+1639619-1639670,1639038	Alt5	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
CDK11A	HsaALTD0001323-1/2	chr1:1590375-1634438	0	chr1:1590375+1589876-1634438,1588948	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CDK11A	HsaALTD0001323-2/2	chr1:1589876-1634438	499	chr1:1590375+1589876-1634438,1588948	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NADK	HsaALTD0004158-1/2	chr1:1688620-1688667	0	chr1:1688620+1688619-1688667,1688047	Alt5	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	66.67	Fail	NA	Fail
NADK	HsaALTD0004158-2/2	chr1:1688619-1688667	1	chr1:1688620+1688619-1688667,1688047	Alt5	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	33.33	Fail	NA	Fail
NADK	HsaALTD0004159-1/2	chr1:1688218-1688321	0	chr1:1688218+1688178-1688321,1688047	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NADK	HsaALTD0004159-2/2	chr1:1688178-1688321	40	chr1:1688218+1688178-1688321,1688047	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CYTH3	HsaALTD0001782-1/2	chr7:6210166-6210277	0	chr7:6210166+6210163-6210277,6205441	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass
CYTH3	HsaALTD0001782-2/2	chr7:6210163-6210277	3	chr7:6210166+6210163-6210277,6205441	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass
ADAM22	HsaALTD0000148-1/2	chr7:87808250-87808357	0	chr7:87808250-87808357+87808444,87810820	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ADAM22	HsaALTD0000148-2/2	chr7:87808250-87808444	87	chr7:87808250-87808357+87808444,87810820	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SYPL1	HsaALTD0006339-1/2	chr7:105733010-105733115	0	chr7:105733010+105732994-105733115,105732385	Alt5	100.00	Fail	100.00	Fail	40.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
SYPL1	HsaALTD0006339-2/2	chr7:105732994-105733115	16	chr7:105733010+105732994-105733115,105732385	Alt5	0.00	Fail	0.00	Fail	60.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
CYB561	HsaALTD0001761-1/2	chr17:61513415-61513513	0	chr17:61513415+61513368-61513513,61513152	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CYB561	HsaALTD0001761-2/2	chr17:61513368-61513513	47	chr17:61513415+61513368-61513513,61513152	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SPAG9	HsaALTD0006150-1/2	chr17:49057123-49057278	0	chr17:49057123+49057107-49057278,49054582	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SPAG9	HsaALTD0006150-2/2	chr17:49057107-49057278	16	chr17:49057123+49057107-49057278,49054582	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
AASS	HsaALTD0000016-1/2	chr7:121738803-121738920	0	chr7:121738803+121738799-121738920,121738630	Alt5	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Fail
AASS	HsaALTD0000016-2/2	chr7:121738799-121738920	4	chr7:121738803+121738799-121738920,121738630	Alt5	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Fail
MGST1	HsaALTD0003907-1/2	chr12:16510539-16510625	0	chr12:16510539-16510625+16510633,16516729	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	NA	Fail
MGST1	HsaALTD0003907-2/2	chr12:16510539-16510633	8	chr12:16510539-16510625+16510633,16516729	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	NA	Fail
NFIX	HsaALTD0004291-1/2	chr19:13135459-13135494	0	chr19:13135459-13135494+13135498,13135835	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NFIX	HsaALTD0004291-2/2	chr19:13135459-13135498	4	chr19:13135459-13135494+13135498,13135835	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MMP25	HsaALTD0003965-1/2	chr16:3100255-3100546	0	chr16:3100255-3100546+3100547,3107034	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MMP25	HsaALTD0003965-2/2	chr16:3100255-3100547	1	chr16:3100255-3100546+3100547,3107034	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IL32	HsaALTD0003237-1/2	chr16:3115663-3115688	0	chr16:3115663-3115688+3115711,3115785	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IL32	HsaALTD0003237-2/2	chr16:3115663-3115711	23	chr16:3115663-3115688+3115711,3115785	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PKD1	HsaALTD0004798-1/2	chr16:2163162-2163210	0	chr16:2163162+2163158-2163210,2140809	Alt5	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
PKD1	HsaALTD0004798-2/2	chr16:2163158-2163210	4	chr16:2163162+2163158-2163210,2140809	Alt5	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
PKD1	HsaALTD0004799-1/2	chr16:2153267-2153391	0	chr16:2153267+2153254-2153391,2152971	Alt5	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
PKD1	HsaALTD0004799-2/2	chr16:2153254-2153391	13	chr16:2153267+2153254-2153391,2152971	Alt5	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
PKD1	HsaALTD0004800-1/2	chr16:2150180-2150284	0	chr16:2150180+2150167-2150284,2150072	Alt5	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
PKD1	HsaALTD0004800-2/2	chr16:2150167-2150284	13	chr16:2150180+2150167-2150284,2150072	Alt5	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
HEATR5B	HsaALTD0002999-1/2	chr2:37217917-37217939	0	chr2:37217917+37217791-37217939,37216002	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
HEATR5B	HsaALTD0002999-2/2	chr2:37217791-37217939	126	chr2:37217917+37217791-37217939,37216002	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
CSDE1	HsaALTD0001691-1/2	chr1:115273150-115273189	0	chr1:115273150+115273129-115273189,115273043	Alt5	0.03	Pass	0.05	Pass	0.00	Pass	0.00	Pass	0.38	Pass	0.00	Pass
CSDE1	HsaALTD0001691-2/2	chr1:115273129-115273189	21	chr1:115273150+115273129-115273189,115273043	Alt5	99.97	Pass	99.95	Pass	100.00	Pass	100.00	Pass	99.62	Pass	100.00	Pass
CSDE1	HsaALTD0001692-1/2	chr1:115292595-115292769	0	chr1:115292595+115292442-115292769,115282511	Alt5	0.07	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.58	Pass	0.00	Pass
CSDE1	HsaALTD0001692-2/2	chr1:115292442-115292769	153	chr1:115292595+115292442-115292769,115282511	Alt5	99.93	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.42	Pass	100.00	Pass
CSDE1	HsaALTD0001693-1/2	chr1:115282320-115282346	0	chr1:115282320+115282313-115282346,115280693	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CSDE1	HsaALTD0001693-2/2	chr1:115282313-115282346	7	chr1:115282320+115282313-115282346,115280693	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
UBE3C	HsaALTD0006991-1/2	chr7:156932450-156932712	0	chr7:156932450-156932712+156932731,156956504	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
UBE3C	HsaALTD0006991-2/2	chr7:156932450-156932731	19	chr7:156932450-156932712+156932731,156956504	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
REV3L	HsaALTD0005363-1/3	chr6:111795472-111795679	0	chr6:111795472+111795449+111795429-111795679,111793343	Alt5	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
